no,originalSMILES,finalSMILES,expVDss(L/kg),predVDss(L/kg),expCL(mL/min/kg),predCL(mL/min/kg),expt1/2(h),predt1/2(h),expfu,predfu,explogVDss,predlogVDss,explogCL,predlogCL,explogt1/2,predlogt1/2,explogfu,predlogfu
716,,,1.54,1.85,6.17,4.78,4.6,5.76,0.011,0.01,0.19,0.27,0.79,0.68,0.66,0.76,-1.96,-1.85
,=CC(=C3)C(=O)N4CCCCC4,=CC=C3)C(=O)N4CCCCC4,,,,,,,,,,,,,,,,
,NC1=NC2=NC=C(CCC3=CC=C(C=C3)C(=O),,,,,,,,,,,,,,,,,
,,NC1=NC2=NC=C(CCC3=CC=C(C=C3)C(=O)N[C@,,,,,,,,,,,,,,,,
717,N[C@@H](CC(=C)C(O)=O)C(O)=O)N=C2C(=,,0.7,0.56,3.08,2.46,8.2,5.98,,,0.15,-0.25,0.49,0.39,0.91,0.78,,
,,@H](CC(=C)C([O-])=O)C([O-])=O)N=C2C(=N1)N,,,,,,,,,,,,,,,,
,N1)N,,,,,,,,,,,,,,,,,
,CC1=C(O)C=CC2=C1OC[C@H]([C@H]2C3=,CC1=C2OC[C@H]([C@@H](C3=CC=C(O)C=C3)C2,,,,,,,,,,,,,,,,
718,,,1.2,1.25,8.42,7.46,5.3,3.79,,,0.08,0.10,0.93,0.87,0.72,0.58,,
,CC=C(O)C=C3)C4=CC=C(O)C=C4,=CC=C1O)C4=CC=C(O)C=C4,,,,,,,,,,,,,,,,
,COC(=O)NC1=NC2=CC(=CC=C2[NH]1)C(=O,COC(=O)NC1=NC2=C([NH]1)C=CC(=C2)C(=O)C3=,,,,,,,,,,,,,,,,
719,,,1.2,0.95,15,7.52,1.1,2.25,0.086,0.07,0.08,-0.02,1.18,0.88,0.04,0.35,-1.07,-1.16
,)C3=CC=CC=C3,CC=CC=C3,,,,,,,,,,,,,,,,
720,CN(C)CC(OC1=CC=CC=C1)OC2=CC=CC=C2 C[NH+](C)CC(OC1=CC=CC=C1)OC2=CC=CC=C2,,2.8,2.42,13.7,11.43,4.4,4.74,,,0.45,0.38,1.14,1.06,0.64,0.68,,
,CC(CCC1=CC=C2OCOC2=C1)NCC(O)C3=CC,C[C@H](CCC1=CC2=C(OCO2)C=C1)[NH2+]C[C@,,,,,,,,,,,,,,,,
721,,,7.9,6.28,16,9.93,11,8.01,,,0.90,0.80,1.20,1.00,1.04,0.90,,
,=C(O)C(=C3)C(N)=O,@H](O)C3=CC(=C(O)C=C3)C(N)=O,,,,,,,,,,,,,,,,
,NC(=N)C1=CC=C(CNC(=O)[C@@H]2CCN2C,NC(=[NH2+])C1=CC=C(CNC(=O)[C@@H]2CCN2C(,,,,,,,,,,,,,,,,
722,,,0.23,0.29,1.9,2.42,1.6,2.12,0.93,0.66,0.64,-0.54,0.28,0.38,0.20,0.33,-0.03,-0.18
,(=O)[C@H](NCC(O)=O)C3CCCCC3)C=C1,=O)[C@H]([NH2+]CC([O-])=O)C3CCCCC3)C=C1,,,,,,,,,,,,,,,,
723,COC1=CC2=C([NH]C=C2CCNC(C)=O)C=C1,COC1=CC2=C([NH]C=C2CCNC(C)=O)C=C1,1.1,0.87,16.5,12.93,1.1,1.67,0.39,0.40,0.04,-0.06,1.22,1.11,0.04,0.22,-0.41,-0.40
,,CN1C(=C([O-,,,,,,,,,,,,,,,,
,CN1C(=C(O)C2=CC=CC=C2[S]1(=O)=O)C(=,,,,,,,,,,,,,,,,,
724,,])C2=C(C=CC=C2)[S]1(=O)=O)C(=O)NC3=NC=C(C),0.15,0.19,0.12,0.15,18,11.12,0.003,0.01,0.82,-0.72,-0.92,-0.82,1.26,1.05,-2.52,-2.06
,O)NC3=NC=C(C)S3,,,,,,,,,,,,,,,,,
,,S3,,,,,,,,,,,,,,,,
725,CC1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,CC1CC[NH+](CCCC(=O)C2=CC=C(F)C=C2)CC1,14,11.12,46,22.49,3.9,4.57,,,1.15,1.05,1.66,1.35,0.59,0.66,,
,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl),[NH3+][C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C,,,,,,,,,,,,,,,,
726,,,0.48,0.60,7,4.96,1,1.41,0.14,0.20,0.32,-0.22,0.85,0.70,0.00,0.15,-0.85,-0.70
,C(O)=O,([O-])=O,,,,,,,,,,,,,,,,
,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O),C[C@@H]1O[C@H](C[C@H]([NH3+])[C@@H]1O),,,,,,,,,,,,,,,,
,O[C@@H]2[C@H](C)O[C@H](C[C@@H]2O),O[C@@H]2[C@H](C)O[C@H](C[C@H]2O)O[C@H],,,,,,,,,,,,,,,,
727,,,2.4,3.02,2.5,4.05,21,13.52,,,0.38,0.48,0.40,0.61,1.32,1.13,,
,O[C@H]3C[C@@](O)(CC4=C(O)C5=C(C(=C,3C[C@@](O)(CC4=C3C(=C5C(=O)C6=C(C=CC=C6),,,,,,,,,,,,,,,,
,34)O)C(=O)C6=CC=CC=C6C5=O)C(=O)CO,C(=O)C5=C4O)O)C(=O)CO,,,,,,,,,,,,,,,,
,CO[C@@H]1C[C@@](C)(O)CC2=C1C(=C3C(,CO[C@@H]1C[C@@](C)(O)CC2=C1C(=C3C(=O)C4,,,,,,,,,,,,,,,,
,=O)C4=C(O)C=C5C(=C4C(=O)C3=C2)O[C@,=C(C(=O)C3=C2)C5=C(C=C4O)[C@@]6(C)O[C@@,,,,,,,,,,,,,,,,
728,,,9.14,7.26,11.61,11.70,13.22,12.59,,,0.96,0.86,1.06,1.07,1.12,1.10,,
,@H]6O[C@]5(C)[C@@H](O)[C@H]([C@@H,H](O5)[C@@H](O)[C@@H]([C@@H]6O)[NH+](C)C,,,,,,,,,,,,,,,,
,]6O)N(C)C)O,)O,,,,,,,,,,,,,,,,
729,CCOC(=O)C1(CCN(C)CC1)C2=CC=CC=C2,CCOC(=O)C1(CC[NH+](C)CC1)C2=CC=CC=C2,2.3,2.66,4.9,6.51,7.9,5.94,0.42,0.46,0.36,0.43,0.69,0.81,0.90,0.77,-0.38,-0.34
,CC(C)NCC(O)COC1=CC=CC2=C1C=C(C)[N,CC(C)[NH2+]C[C@@H](O)COC1=C2C=C(C)[NH]C2,,,,,,,,,,,,,,,,
730,,,2.17,2.05,5.83,9.60,4.61,4.22,0.51,0.47,0.34,0.31,0.77,0.98,0.66,0.63,-0.29,-0.33
,H]2,=CC=C1,,,,,,,,,,,,,,,,
,,C[NH+]1CCCC[C@@H]1C(=O)NC2=C(C)C=CC=C2,,,,,,,,,,,,,,,,
731,CN1CCCCC1C(=O)NC2=C(C)C=CC=C2C,,0.95,1.14,6.8,8.82,2,2.42,0.3,0.35,0.02,0.06,0.83,0.95,0.30,0.38,-0.52,-0.45
,,C,,,,,,,,,,,,,,,,
732,CCCC(C)(COC(N)=O)COC(N)=O,CCCC(C)(COC(N)=O)COC(N)=O,0.7,0.88,0.6,1.29,14,7.12,1,0.72,0.15,-0.05,-0.22,0.11,1.15,0.85,0.00,-0.14
733,CCC1(CCCCN(C)C1)C2=CC=CC(=C2)O,CC[C@@]1(CCCC[NH+](C)C1)C2=CC(=CC=C2)O,3.3,3.20,28,21.91,1.7,2.55,0.73,0.57,0.52,0.51,1.45,1.34,0.23,0.41,-0.14,-0.24
734,S=C1NC=NC2=C1N=C[NH]2,S=C1NC=NC2=C1N=C[NH]2,1,1.07,15,12.17,1,1.57,0.85,0.67,0.00,0.03,1.18,1.09,0.00,0.20,-0.07,-0.17
,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C),C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N,,,,,,,,,,,,,,,,
735,C(=C(N2C1=O)C(O)=O)S[C@@H]3CN[C@@,2C1=O)C([O-,0.3,0.25,3.9,3.53,1,1.60,0.87,0.77,0.52,-0.60,0.59,0.55,0.00,0.20,-0.06,-0.11
,H](C3)C(=O)N(C)C,])=O)S[C@@H]3C[NH2+][C@@H](C3)C(=O)N(C)C,,,,,,,,,,,,,,,,
736,O[S](=O)(=O)CCS,[O-][S](=O)(=O)CCS,0.65,0.52,20.5,8.77,0.36,0.70,,,0.19,-0.29,1.31,0.94,-0.44,-0.16,,
,CC1=C(O)C(=C(CO)C=N1)CO.O=C[C@@H]2,,,,,,,,,,,,,,,,,
737,,CC1=C(O)C(=C(CO)C=N1)CO,0.66,0.70,7.9,6.98,0.98,1.40,,,0.18,-0.16,0.90,0.84,-0.01,0.15,,
,CCC(=O)N2,,,,,,,,,,,,,,,,,
738,CC(C)NCC(O)C1=CC(=CC(=C1)O)O,CC(C)[NH2+]C[C@H](O)C1=CC(=CC(=C1)O)O,6.03,3.14,14.07,15.39,6.41,4.85,0.9,0.83,0.78,0.50,1.15,1.19,0.81,0.69,-0.05,-0.08
,CO[C@@H](C)C(=O)N1CCN(CC1)C2=NC(=,CO[C@@H](C)C(=O)N1CCN(CC1)C2=NC3=CC(=C(,,,,,,,,,,,,,,,,
739,,,0.44,0.64,0.53,1.02,,,,,0.36,-0.20,-0.28,0.01,,,,
,C3C=C(OC)C(=CC3=N2)OC)N,OC)C=C3C(=N2)N)OC,,,,,,,,,,,,,,,,
,CN1C[C@H](CNC(=O)OCC2=CC=CC=C2)C[,,,,,,,,,,,,,,,,,
,,C[N]1C=C2C[C@H]3[C@H](C[C@@H](CNC(=O)O,,,,,,,,,,,,,,,,
740,C@H]3[C@H]1CC4=C[N](C)C5=CC=CC3=C4,,0.57,1.91,9.6,6.74,0.93,2.05,,,0.24,0.28,0.98,0.83,-0.03,0.31,,
,,CC4=CC=CC=C4)C[NH+]3C)C5=CC=CC1=C25,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,
741,CN(C)C(=N)NC(N)=N,CN(C)C(=[NH2+])NC(N)=[NH2+],0.64,0.81,7.4,6.79,1.7,2.43,1,0.63,0.19,-0.09,0.87,0.83,0.23,0.39,0.00,-0.20
,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2,CCC(=O)C(C[C@H](C)[NH+](C)C)(C1=CC=CC=C1),,,,,,,,,,,,,,,,
742,,,4.4,5.48,1.7,3.58,31,20.02,0.21,0.11,0.64,0.74,0.23,0.55,1.49,1.30,-0.68,-0.97
,=CC=CC=C2,C2=CC=CC=C2,,,,,,,,,,,,,,,,
743,CN[C@@H](C)CC1=CC=CC=C1,C[NH2+][C@@H](C)CC1=CC=CC=C1,4.3,3.41,4.4,5.68,12,11.60,0.85,0.67,0.63,0.53,0.64,0.75,1.08,1.06,-0.07,-0.17
,COC1=CC=CC(=C1C(=O)N[C@H]2[C@H]3S,COC1=C(C(=O)N[C@@H]2[C@H]3SC(C)(C)[C@@,,,,,,,,,,,,,,,,
744,,,0.32,0.25,6.6,5.32,0.64,0.88,0.43,0.35,0.49,-0.60,0.82,0.73,-0.19,-0.05,-0.37,-0.45
,C(C)(C)[C@@H](N3C2=O)C(O)=O)OC,H](N3C2=O)C([O-])=O)C(=CC=C1)OC,,,,,,,,,,,,,,,,
745,CN1C=CNC1=S,CN1C=CNC1=S,0.86,0.98,3.7,4.57,2.4,2.60,,,0.07,-0.01,0.57,0.66,0.38,0.41,,
,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=,CCC#C[C@@H](C)[C@]1(CC=C)C(=O)NC(=O)N(C),,,,,,,,,,,,,,,,
746,,,1.1,0.81,12,6.84,1.6,2.62,0.27,0.21,0.04,-0.09,1.08,0.84,0.20,0.42,-0.57,-0.67
,O,C1=O,,,,,,,,,,,,,,,,
,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C3=C,,,,,,,,,,,,,,,,,
,,CN(CC1=NC2=C(N)N=C(N)N=C2N=C1)C3=CC=C(C,,,,,,,,,,,,,,,,
747,C=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O),,0.43,0.54,2.1,2.39,3.9,4.52,0.37,0.30,0.37,-0.27,0.32,0.38,0.59,0.66,-0.43,-0.52
,,=C3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O,,,,,,,,,,,,,,,,
,=O,,,,,,,,,,,,,,,,,
748,COC1=C2OC(=O)C=CC2=CC3=C1OC=C3,COC1=C2OC=CC2=CC3=C1OC(=O)C=C3,0.61,0.77,12,9.28,,,0.09,0.08,0.21,-0.11,1.08,0.97,,,-1.05,-1.09
749,C[C@](N)(CC1=CC=C(O)C(=C1)O)C(O)=O,C[C@]([NH3+])(CC1=CC(=C(O)C=C1)O)C([O-])=O,0.69,1.16,3.5,4.58,5.9,4.20,0.85,0.78,0.16,0.06,0.54,0.66,0.77,0.62,-0.07,-0.11
,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@,CC[C@@H](CO)NC(=O)[C@H]1C[NH+](C)[C@@H,,,,,,,,,,,,,,,,
750,,,0.96,1.21,7.18,8.21,1.85,2.63,,,0.02,0.08,0.86,0.91,0.27,0.42,,
,@H]2CC3=C[NH]C4=CC=CC(=C34)C2=C1,]2CC3=C[NH]C4=C3C(=CC=C4)C2=C1,,,,,,,,,,,,,,,,
,C[N+]1(CC[C@@]23[C@H]4OC5=C(O)C=CC,,,,,,,,,,,,,,,,,
,,C[N@+]1(CC[C@]23[C@H]4OC5=C2C(=CC=C5O)C,,,,,,,,,,,,,,,,
751,(=C25)C[C@@H]1[C@]3(O)CCC4=O)CC6CC,,2.6,2.06,22,19.27,2.5,2.93,0.87,0.70,0.41,0.31,1.34,1.28,0.40,0.47,-0.06,-0.15
,,[C@@H]1[C@]3(O)CCC4=O)CC6CC6,,,,,,,,,,,,,,,,
,6,,,,,,,,,,,,,,,,,
,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H],,,,,,,,,,,,,,,,,
,,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]3CC[C,,,,,,,,,,,,,,,,
752,3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]1,,0.8,1.01,20,14.84,0.65,0.93,,,0.10,0.01,1.30,1.17,-0.19,-0.03,,
,,@@]4(C)[C@H](O)CC[C@H]4[C@H]13,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,
,,COC(=O)[C@@H]([C@@H]1CCCC[NH2+]1)C2=CC,,,,,,,,,,,,,,,,
753,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,,2.2,2.66,0.55,1.86,4.8,6.06,0.85,0.72,0.34,0.42,-0.26,0.27,0.68,0.78,-0.07,-0.14
,,=CC=C2,,,,,,,,,,,,,,,,
,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=,C[C@H]1C[C@H]2[C@@H]3CC[C@@](O)(C(=O)C,,,,,,,,,,,,,,,,
754,O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@,O)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=C,1.2,0.87,6.1,4.62,2.3,2.41,0.23,0.13,0.08,-0.06,0.79,0.66,0.36,0.38,-0.64,-0.89
,@]4(C)C=CC(=O)C=C14,C(=O)C=C14,,,,,,,,,,,,,,,,
,CCN(CC)CCNC(=O)C1=CC(=C(N)C=C1OC)C,,,,,,,,,,,,,,,,,
755,,CC[NH+](CC)CCNC(=O)C1=C(OC)C=C(N)C(=C1)Cl,3.2,2.23,5.7,7.65,7.2,3.87,0.6,0.54,0.51,0.35,0.76,0.88,0.86,0.59,-0.22,-0.27
,l,,,,,,,,,,,,,,,,,
,COC1=CC=C2C[C@@H]3C4=C(CC[N+]3(C),,,,,,,,,,,,,,,,,
,,COC1=C2OC3=CC4=C(CC[N+](C)(C)[C@H]4CC5=,,,,,,,,,,,,,,,,
,C)C=C(OC)C(=C4OC5=CC=C(C[C@H]6C7=C,,,,,,,,,,,,,,,,,
756,,CC=C(OC6=C7[C@@H](CC(=C2)C=C1)[N+](C)(C)C,0.4,0.50,1.2,2.13,5.1,6.73,0.65,0.30,0.40,-0.30,0.08,0.33,0.71,0.83,-0.19,-0.52
,C(=C(OC)C=C7CC[N+]6(C)C)OC1=C2)C=C5),,,,,,,,,,,,,,,,,
,,CC7=CC(=C6OC)OC)C=C5)C=C3OC,,,,,,,,,,,,,,,,
,OC,,,,,,,,,,,,,,,,,
,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=,C[C@@H]1NC2=C(C=C(C(=C2)Cl)[S](N)(=O)=O)C(,,,,,,,,,,,,,,,,
757,,,1.6,1.27,1.4,1.41,20,13.79,0.05,0.04,0.20,0.10,0.15,0.15,1.30,1.14,-1.30,-1.45
,C3C)[S](N)(=O)=O)Cl,=O)N1C3=C(C)C=CC=C3,,,,,,,,,,,,,,,,
,C[S](=O)(=O)C1=CC=C2SC3=CC=CC=C3N(C,C[S](=O)(=O)C1=CC2=C(SC3=C(C=CC=C3)N2CCC[,,,,,,,,,,,,,,,,
758,,,,,12.14,8.21,4,4.80,,,,,1.08,0.91,0.60,0.68,,
,CCN4CCC(CC4)C(N)=O)C2=C1,NH+]4CCC(CC4)C(N)=O)C=C1,,,,,,,,,,,,,,,,
,,COCCC1=CC=C(OC[C@@H](O)C[NH2+]C(C)C)C=,,,,,,,,,,,,,,,,
759,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,,3.1,1.91,13,10.01,3.6,3.87,0.88,0.74,0.49,0.28,1.11,1.00,0.56,0.59,-0.06,-0.13
,,C1,,,,,,,,,,,,,,,,
,CN(C(C)=O)C1=C(I)C(=C(I)C(=C1I)C(O)=O),CN(C(C)=O)C1=C(I)C(=C(I)C(=C1I)NC(C)=O)C([O-,,,,,,,,,,,,,,,,
760,,,0.17,0.30,2.7,2.13,1.3,1.73,1,0.35,0.77,-0.52,0.43,0.33,0.11,0.24,0.00,-0.46
,NC(C)=O,])=O,,,,,,,,,,,,,,,,
761,CC1=NC=C([N]1CCO)[N](=O)=O,CC1=NC=C([N]1CCO)[N+]([O-])=O,0.4,0.50,0.85,1.64,7.1,4.51,0.96,0.84,0.40,-0.30,-0.07,0.22,0.85,0.65,-0.02,-0.08
762,CC(N)COC1=C(C)C=CC=C1C,C[C@H]([NH3+])COC1=C(C)C=CC=C1C,5.9,4.68,8.3,8.08,9.9,6.20,0.36,0.45,0.77,0.67,0.92,0.91,1.00,0.79,-0.44,-0.35
,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N,,,,,,,,,,,,,,,,
763,(=O)N3CCN(C3=O)[S](C)(=O)=O)C4=CC=CC,3CCN(C3=O)[S](C)(=O)=O)C4=CC=CC=C4)C(=O)N,0.09,0.11,2.1,2.15,1.2,1.43,0.7,0.50,1.05,-0.95,0.32,0.33,0.08,0.16,-0.15,-0.30
,=C4)C(=O)N2[C@H]1C(O)=O,2[C@H]1C([O-])=O,,,,,,,,,,,,,,,,
,CN1CCN2[C@H](C1)C3=C(CC4=C2C=CC=C,C[NH+]1CCN2[C@H](C1)C3=C(CC4=C2C=CC=C4),,,,,,,,,,,,,,,,
764,,,13.75,8.00,21.9,14.88,9.6,10.87,0.05,0.17,1.14,0.90,1.34,1.17,0.98,1.04,-1.30,-0.78
,4)C=CC=C3,C=CC=C3,,,,,,,,,,,,,,,,
,COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC,COCC(=O)O[C@@]1(CC[NH+](C)CCCC2=NC3=C([,,,,,,,,,,,,,,,,
765,=CC=C3[NH]2)CCC4=CC(=CC=C4[C@@H]1,NH]2)C=CC=C3)CCC4=C(C=CC(=C4)F)[C@@H]1C(,3.1,3.91,4,4.87,13,11.23,0.005,0.01,0.49,0.59,0.60,0.69,1.11,1.05,-2.30,-2.02
,C(C)C)F,C)C,,,,,,,,,,,,,,,,
,ClC1=CC(=C(COC(C[N]2C=CN=C2)C3=CC=,ClC1=CC(=C(CO[C@H](C[N]2C=CN=C2)C3=C(Cl)C,,,,,,,,,,,,,,,,
766,,,7.14,5.67,9.48,5.55,19.75,16.71,0.08,0.04,0.85,0.75,0.98,0.74,1.30,1.22,-1.10,-1.35
,C(Cl)C=C3Cl)C=C1)Cl,=C(Cl)C=C3)C=C1)Cl,,,,,,,,,,,,,,,,
,CNC[C@@H]1CC[C@@H](N)[C@H](O1)O[C,C[NH2+]C[C@@H]1CC[C@@H]([NH3+])[C@H](O1,,,,,,,,,,,,,,,,
,@H]2[C@@H](N)C[C@@H](N)[C@H](O[C,)O[C@H]2[C@@H]([NH3+])C[C@@H]([NH3+])[C@,,,,,,,,,,,,,,,,
767,,,0.15,0.18,1.1,1.11,2.1,2.96,,,0.82,-0.74,0.04,0.05,0.32,0.47,,
,@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C,H](O[C@H]3OC[C@](C)(O)[C@H]([NH2+]C)[C@H],,,,,,,,,,,,,,,,
,@H]2O,3O)[C@H]2O,,,,,,,,,,,,,,,,
,CC1=NC=C2CN=C(C3=CC=CC=C3F)C4=CC(,CC1=NC=C2CN=C(C3=C(F)C=CC=C3)C4=C(C=CC(,,,,,,,,,,,,,,,,
768,,,1.1,1.38,5.3,3.41,3.1,4.88,0.017,0.03,0.04,0.14,0.72,0.53,0.49,0.69,-1.77,-1.53
,=CC=C4[N]12)Cl,=C4)Cl)[N]12,,,,,,,,,,,,,,,,
,COC1=CC(=C(OC)C=C1)[C@H](O)CNC(=O),COC1=CC(=C(OC)C=C1)[C@H](O)CNC(=O)C[NH3,,,,,,,,,,,,,,,,
769,,,0.67,0.84,27.9,14.58,0.6,1.02,0.7,0.75,0.17,-0.07,1.45,1.16,-0.22,0.01,-0.15,-0.12
,CN,+],,,,,,,,,,,,,,,,
,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O),,,,,,,,,,,,,,,,
770,C(=O)CCC4=C3[C@H](C[C@]12C)C5=CC=C,CCC4=C3[C@@H](C[C@]12C)C5=CC=C(C=C5)N(C,0.45,0.57,0.5,0.99,16.6,12.67,0.02,0.02,0.35,-0.25,-0.30,-0.01,1.22,1.10,-1.70,-1.61
,(C=C5)N(C)C,)C,,,,,,,,,,,,,,,,
,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C,OCC[NH+]1C[C@H](O)[C@@H](O)[C@H](O)[C@H,,,,,,,,,,,,,,,,
771,,,0.28,0.35,1.7,2.49,2.3,2.70,1,0.86,0.55,-0.45,0.23,0.40,0.36,0.43,0.00,-0.07
,@H]1CO,]1CO,,,,,,,,,,,,,,,,
772,C[N+](C)(C)NCCC([O-])=O,C[N+](C)(C)NCCC([O-])=O,0.7,0.56,2.8,2.52,6.2,4.81,,,0.15,-0.26,0.45,0.40,0.79,0.68,,
,CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C2=,CCN(CC)C(=O)[C@@]1(C[C@@H]1C[NH3+])C2=C,,,,,,,,,,,,,,,,
773,,,4.51,3.59,8.17,9.60,6.48,4.11,0.87,0.69,0.65,0.55,0.91,0.98,0.81,0.61,-0.06,-0.16
,CC=CC=C2,C=CC=C2,,,,,,,,,,,,,,,,
774,CC1=C(C=C(C#N)C(=O)N1)C2=CC=NC=C2,CC1=C(C=C(C#N)C(=O)N1)C2=CC=NC=C2,0.25,0.31,6.2,5.55,0.8,1.50,0.035,0.07,0.60,-0.50,0.79,0.74,-0.10,0.18,-1.46,-1.15
,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(,CN(C)C1=C2C[C@H]3C[C@H]4[C@H]([NH+](C)C),,,,,,,,,,,,,,,,
775,C=CC(=C4C(=O)C3=C(O)[C@]2(O)C(=O)C(=,C(=C(C(N)=O)C(=O)[C@@]4(O)C(=C3C(=O)C2=C(,1.6,1.27,1.2,1.49,17,10.82,0.005,0.03,0.20,0.10,0.08,0.17,1.23,1.03,-2.30,-1.46
,C1O)C(N)=O)O)N(C)C,O)C=C1)[O-])[O-],,,,,,,,,,,,,,,,
776,NC1=[N](=O)C(=NC(=C1)N2CCCCC2)N,NC1=[N+]([O-])C(=NC(=C1)N2CCCCC2)N,0.9,1.13,11.5,8.93,1.5,2.22,1,0.87,0.05,0.05,1.06,0.95,0.18,0.35,0.00,-0.06
,NC1=NC(=CS1)CC(=O)NC2=CC=C(CCNC[C,NC1=NC(=CS1)CC(=O)NC2=CC=C(CC[NH2+]C[C@,,,,,,,,,,,,,,,,
777,,,23.8,16.47,13.6,10.19,50,22.53,0.29,0.19,1.38,1.22,1.13,1.01,1.70,1.35,-0.54,-0.73
,@H](O)C3=CC=CC=C3)C=C2,H](O)C3=CC=CC=C3)C=C2,,,,,,,,,,,,,,,,
,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CN,C[NH+]1CCN2[C@H](C1)C3=C(CC4=C2N=CC=C4),,,,,,,,,,,,,,,,
778,,,4.2,3.47,8,7.74,15,11.37,0.15,0.20,0.62,0.54,0.90,0.89,1.18,1.06,-0.82,-0.70
,=C24,C=CC=C3,,,,,,,,,,,,,,,,
,CN(C)CCN1C(=O)C2=C3C(=CC=C2)C=C(C=,C[NH+](C)CCN1C(=O)C2=C3C(=CC=C2)C=C(C=C3,,,,,,,,,,,,,,,,
779,,,11.3,8.97,34.6,16.32,28.7,14.62,,,1.05,0.95,1.54,1.21,1.46,1.17,,
,C3C1=O)[N+]([O-])=O,C1=O)[N+]([O-])=O,,,,,,,,,,,,,,,,
,OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=,OCC[NH2+]CCNC1=C2C(=O)C3=C(C(=CC=C3O)O),,,,,,,,,,,,,,,,
780,,,12,9.53,7.9,6.04,53,28.23,0.25,0.24,1.08,0.98,0.90,0.78,1.72,1.45,-0.60,-0.63
,O)C3=C(O)C=CC(=C3C2=O)O,C(=O)C2=C(NCC[NH2+]CCO)C=C1,,,,,,,,,,,,,,,,
,CN(C1CCN(CC1)C2=NC3=C(C=CC=C3)[N]2,CN(C1CCN(CC1)C2=NC3=C(C=CC=C3)[N]2CC4=C,,,,,,,,,,,,,,,,
781,,,0.38,0.48,1.03,1.64,9.6,9.66,,,0.42,-0.32,0.01,0.22,0.98,0.98,,
,CC4=CC=C(F)C=C4)C5=NC=CC(=O)N5,C=C(F)C=C4)C5=NC=CC(=O)N5,,,,,,,,,,,,,,,,
782,ClC1=CC=C(C=C1)C(=O)NCCN2CCOCC2,ClC1=CC=C(C=C1)C(=O)NCC[NH+]2CCOCC2,1.1,1.39,10,7.31,1.5,2.12,0.77,0.54,0.04,0.14,1.00,0.86,0.18,0.33,-0.11,-0.27
,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@,CCOC(=O)[C@H](CCC1=CC=CC=C1)[NH2+][C@@,,,,,,,,,,,,,,,,
783,@H](C)C(=O)N2CC3=C(C[C@H]2C(O)=O)C=,H](C)C(=O)N2CC3=C(C[C@H]2C([O-,,,6.3,5.33,1.3,1.85,0.12,0.10,,,0.80,0.73,0.11,0.27,-0.92,-1.02
,C(OC)C(=C3)OC,])=O)C=C(OC)C(=C3)OC,,,,,,,,,,,,,,,,
,CCOC(=O)[NH-,,,,,,,,,,,,,,,,,
784,,CCOC(=O)[N-]C1=C[N+](=NO1)N2CCOCC2,1.4,1.11,11,7.80,1.6,2.81,1,0.91,0.15,0.05,1.04,0.89,0.20,0.45,0.00,-0.04
,;v3]C1=C[N+](=NO1)N2CCOCC2,,,,,,,,,,,,,,,,,
,C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O),C[C@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@],,,,,,,,,,,,,,,,
